Country,Continent,PWT Code,WDI Code,pop75,pop09,gpop,k1975,k2009,kpw1975,kpw2009,hc1975,hc2009,rgdpwk1975,rgdpwk2009,rgdpch1960,rgdpch1965,rgdpch1970,rgdpch1975,rgdpch1980,rgdpch1985,rgdpch1990,rgdpch1995,rgdpch2000,rgdpch2005,rgdpch2006,rgdpch2007,rgdpch2008,rgdpch2009,gy7509,ki1975,ki2009,meanki,natsav09,grodomsav75,grodomsav09,govsp75,govsp09,privcap09,fdi09,imports75,imports09,trade75,trade09,openfrac,martax09,migration10,labfor75,labfor09,labpop75,labpop09,indgdp75,indgdp09,agrigdp75,agrigdp09,aggdpperagworker09,percemployagr10,natcap00,mindep09,endep09,fordep09,co2emm07,tfr75,tfr09,infmor09,malaria94,malariaecology,calories07,lifeex75,lifeex09,agedep75,agedep09,avgsch75,avgsch2010,collegeadultpop2010,compcollegeadultpop2010,avgyrsfemaleed,intuser09,tele09,cells09,comp05,gini09,topincsh09,botincsh09,ethnicfractionalization,rulelaw2009,corrcon09,polrights10,instability,obedience,perseverance,faith,trust,latitude,area
Rwanda,3,RWA,RWA,4356863,10700000,2.64,4356863,12887736144,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,-0.9,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863,4356863
Samoa,5,WSM,WSM,150839,191000,0.69,150839,2243800024,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,-13.65,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839,150839
Sao Tome and Principe,3,STP,STP,81607,172000,2.19,81607,1090650718,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,52.91,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607,81607
Saudi Arabia,2,SAU,SAU,7204820,25300000,3.69,7204820,1.75E+12,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,41.89,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820,7204820
Senegal,3,SEN,SEN,4989168,12000000,2.58,4989168,42820122002,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,5.96,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168,4989168
Serbia,1,SRB,SER,7431015,7379000,-0.02,7431015,1.41E+11,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,6.19,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015,7431015
Seychelles,5,SYC,SYC,59626,87000,1.11,59626,5832919274,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,16.7,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626,59626
Sierra Leone,3,SLE,SLE,3030320,5132000,1.55,3030320,8900679752,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,14.8,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320,3030320
Singapore,2,SGP,SGP,2262600,4658000,2.12,2262600,7.18E+11,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,49.09,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600,2262600
Slovak Republic,1,SVK,SVK,4729718,5389468,0.38,4729718,2.49E+11,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,23.57,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718,4729718
Slovenia,1,SVN,SVN,1722000,2006000,0.45,1722000,1.63E+11,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,23.36,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000,1722000
Solomon Islands,5,SLB,SLB,193000,485924,2.72,193000,1695071014,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,-4.19,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000
Somalia,3,SOM,SOM,4127771,9613000,2.49,4127771,11519842438,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,19.44,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771,4127771
South Africa,3,ZAF,ZAF,25800000,49100000,1.89,25800000,9.39E+11,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,15.73,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000,25800000
Spain,1,ESP,ESP,35600000,46300000,0.77,35600000,3.94E+12,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,22.63,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000,35600000
Sri Lanka,2,LKA,LKA,13800000,20900000,1.22,13800000,2.07E+11,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,22.45,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000,13800000
St. Kitts & Nevis,4,KNA,KNA,45170,39800,-0.37,45170,2413836354,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,16.82,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170,45170
St. Lucia,4,LCA,LCA,112424,160000,1.04,112424,6318609571,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,13.03,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424,112424
St.Vincent & Grenadines,4,VCT,VCT,92245,104700,0.37,92245,2171630081,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,0.19,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245,92245
Sudan,3,SDN,SDN,16100000,42800000,2.88,16100000,1.22E+11,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,19.22,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000
Suriname,3,SUR,SUR,362730,481000,0.83,362730,27904776115,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,80.13,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730,362730
Swaziland,3,SWZ,SWZ,520864,1337000,2.77,520864,9440387430,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,-1.86,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864,520864
Sweden,1,SWE,SWE,8192567,9060000,0.3,8192567,7.66E+11,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,22.9,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567,8192567
Switzerland,1,CHE,CHE,6403500,7604000,0.51,6403500,1.03E+12,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,29.32,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500,6403500
Syria,2,SYR,SYR,7415548,21800000,3.17,7415548,1.43E+11,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,37.22,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548,7415548
Taiwan,2,TWN,TWN,16000000,23000000,1.07,16000000,1.59E+12,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,27.77,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000,16000000
Tajikistan,2,TJK,TJK,3448869,7349000,2.23,3448869,13521764112,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,-22.7,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869,3448869
Tanzania,3,TZA,TZA,16100000,41000000,2.75,16100000,89992885423,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,18.99,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000,16100000
Thailand,2,THA,THA,42300000,65900000,1.3,42300000,1.7E+12,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,32.24,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000,42300000
Timor-Leste,5,TLS,TLS,676582,1132000,1.51,676582,2695136708,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,-49.93,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582,676582
Togo,3,TGO,TGO,2203646,6405000,3.14,2203646,10961017484,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,-5.46,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646,2203646
Tonga,5,TON,TON,89200,105000,0.48,89200,1971263919,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,-19.23,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200,89200
Trinidad &Tobago,4,TTO,TTO,1006931,1230000,0.59,1006931,65529676837,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,47.41,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931,1006931
Tunisia,2,TUN,TUN,5703966,10400000,1.77,5703966,2.25E+11,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,22.13,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966,5703966
Turkey,2,TUR,TUR,40500000,76800000,1.88,40500000,1.47E+12,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,14.91,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000,40500000
Turkmenistan,2,TKM,TKM,2523906,4885000,1.94,2523906,53821806539,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,36.91,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906,2523906
Uganda,3,UGA,UGA,11000000,32400000,3.18,11000000,47679419623,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,12.24,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000,11000000
